value,description,codesystem,code,iri
Supraventricular tachycardia with a concealed accessory connection,Supraventricular tachycardia with an accessory connection mediated pathway that is called concealed becasue it is not seen on the ECG during sinus rhythm.,HP,HP:0011689,http://purl.obolibrary.org/obo/HP_0011689
Permanent junctional reciprocating tachycardia,An incessant orthodromic tachycardia with anterograde conduction over the atrioventricular node and by retrograde conduction via an accessory pathway usually located in the posteroseptal region with slow and decremental conduction.,HP,HP:0011690,http://purl.obolibrary.org/obo/HP_0011690
Supraventricular tachycardia with a concealed accessory pathway on the left free wall,,HP,HP:0011691,http://purl.obolibrary.org/obo/HP_0011691
Supraventricular tachycardia with a concealed accessory pathway on the right free wall,,HP,HP:0011692,http://purl.obolibrary.org/obo/HP_0011692
Supraventricular tachycardia with a concealed accessory pathway on the septum,,HP,HP:0011693,http://purl.obolibrary.org/obo/HP_0011693
Supraventricular tachycardia with a manifest accessory pathway,,HP,HP:0011694,http://purl.obolibrary.org/obo/HP_0011694
Cerebellar hemorrhage,Hemorrhage into the parenchyma of the cerebellum.,HP,HP:0011695,http://purl.obolibrary.org/obo/HP_0011695
Supraventricular tachycardia with a manifest accessory pathway on the left free wall,,HP,HP:0011696,http://purl.obolibrary.org/obo/HP_0011696
Supraventricular tachycardia with a manifest accessory pathway on the right free wall,,HP,HP:0011697,http://purl.obolibrary.org/obo/HP_0011697
Supraventricular tachycardia with a manifest accessory pathway on the septum,,HP,HP:0011698,http://purl.obolibrary.org/obo/HP_0011698
Atrial reentry tachycardia,,HP,HP:0011699,http://purl.obolibrary.org/obo/HP_0011699
Automatic atrial tachycardia,Chronic supraventricular tachycardia predominantly seen in childhood.,HP,HP:0011700,http://purl.obolibrary.org/obo/HP_0011700
Multifocal atrial tachycardia,Multifocal atrial tachycardia is a rare supraventricular arrhythmia in neonates and young infants that is characterized by multiple P waves with varying P wave morphology and is usually asymptomatic.,HP,HP:0011701,http://purl.obolibrary.org/obo/HP_0011701
Abnormal electrophysiology of sinoatrial node origin,An abnormality of the sinoatrial (SA) node in the right atrium. THe SA node acts as the pacemaker of the heart.,HP,HP:0011702,http://purl.obolibrary.org/obo/HP_0011702
Sinus tachycardia,Heart rate of greater than 100 beats per minute.,HP,HP:0011703,http://purl.obolibrary.org/obo/HP_0011703
Sick sinus syndrome,"An abnormality involving the generation of the action potential by the sinus node and is characterized by an atrial rate inappropriate for physiological requirements. Manifestations include severe sinus bradycardia, sinus pauses or arrest, sinus node exit block, chronic atrial tachyarrhythmias, alternating periods of atrial bradyarrhythmias and tachyarrhythmias, and inappropriate responses of heart rate during exercise or stress.",HP,HP:0011704,http://purl.obolibrary.org/obo/HP_0011704
First degree atrioventricular block,"Delay of conduction through the atrioventricular node, which is manifested as prolongation of the PR interval in the electrocardiogram (EKG). All atrial impulses reach the ventricles.",HP,HP:0011705,http://purl.obolibrary.org/obo/HP_0011705
Second degree atrioventricular block,"An intermittent atrioventricular block with failure of some atrial impulses to conduct to the ventricles, i.e., some but not all atrial impulses are conducted through the atrioventricular node and trigger ventricular contraction.",HP,HP:0011706,http://purl.obolibrary.org/obo/HP_0011706
Mobitz I atrioventricular block,Progressive PR interval prolongation with the subsequent occurrence of a single nonconducted P wave that results in a pause. The pause that follows the nonconducted impulse is less than fully compensatory (less than the sum of two normal sinus intervals).,HP,HP:0011707,http://purl.obolibrary.org/obo/HP_0011707
Mobitz II atrioventricular block,A type of second degree atrioventricular (AV) block characterized by sudden failure to conduct an impulse through the AV node without a preceding change in the PR interval.,HP,HP:0011708,http://purl.obolibrary.org/obo/HP_0011708
Atrioventricular dissociation,Atrioventricular (AV) dissociation is present if the atria and the ventricles are under the control of two separate pacemakers. AV dissociation can occur in the absence of a primary AV conduction disturbance.,HP,HP:0011709,http://purl.obolibrary.org/obo/HP_0011709
Bundle branch block,Block of conduction of electrical impulses along the Bundle of His or along one of its bundle branches.,HP,HP:0011710,http://purl.obolibrary.org/obo/HP_0011710
Left anterior fascicular block,Conduction block in the anterior division of the left bundle branch of the bundle of His.,HP,HP:0011711,http://purl.obolibrary.org/obo/HP_0011711
Right bundle branch block,A conduction block of the right branch of the bundle of His. This manifests as a prolongation of the QRS complex (greater than 0.12 s) with delayed activation of the right ventricle and terminal delay on the EKG.,HP,HP:0011712,http://purl.obolibrary.org/obo/HP_0011712
Left bundle branch block,A conduction block of the left branch of the bundle of His. This manifests as a generalized disturbance of QRS morphology on EKG.,HP,HP:0011713,http://purl.obolibrary.org/obo/HP_0011713
Libman-Sacks lesions,Libman-Sacks valvular lesions are sterile fibrofibrinous vegetations that favor the left-sided heart valves and usually form on the ventricular surface of the mitral valve.,HP,HP:0011714,http://purl.obolibrary.org/obo/HP_0011714
Trifascicular block,Abnormal conduction in all three divisions of the intraventricular conducting tissue.,HP,HP:0011715,http://purl.obolibrary.org/obo/HP_0011715
Junctional ectopic tachycardia,Junctional ectopic tachycardia (JET) is a unique type of supraventricular arrhythmia defined by narrow QRS complex and atrioventricular (AV) dissociation or retrograde atrial conduction in a 1:1 pattern.,HP,HP:0011716,http://purl.obolibrary.org/obo/HP_0011716
Atrioventricular reentrant tachycardia,Accessory pathway-related atrioventricular reentrant tachycardia (AVRT) involves an abnormal electrical conduction of the accessory pathway. The accessory pathway connecting impulses between the atrium and the ventricle can be seen at any site in the AV groove.,HP,HP:0011717,http://purl.obolibrary.org/obo/HP_0011717
Abnormality of the pulmonary veins,An abnormality of the pulmonary veins.,HP,HP:0011718,http://purl.obolibrary.org/obo/HP_0011718
Supracardiac total anomalous pulmonary venous connection,Type 1 total anomalous pulmonary venous connection.,HP,HP:0011719,http://purl.obolibrary.org/obo/HP_0011719
Cardiac total anomalous pulmonary venous connection,Type 2 total anomalous pulmonary venous connection.,HP,HP:0011720,http://purl.obolibrary.org/obo/HP_0011720
Infracardiac total anomalous pulmonary venous connection,Type 3 total anomalous pulmonary venous connection.,HP,HP:0011721,http://purl.obolibrary.org/obo/HP_0011721
Mixed total anomalous pulmonary venous connection,Type 4 total anomalous pulmonary venous connection.,HP,HP:0011722,http://purl.obolibrary.org/obo/HP_0011722
Congenital malformation of the right heart,Defect or defects of the morphogenesis of the right heart identifiable at birth.,HP,HP:0011723,http://purl.obolibrary.org/obo/HP_0011723
Uhl's anomaly,"Uhl anomaly of the right ventricle refers to the almost complete absence of right ventricular myocardium, normal tricuspid valve, and preserved septal and left ventricular myocardium.",HP,HP:0011724,http://purl.obolibrary.org/obo/HP_0011724
Chaotic multifocal atrial tachycardia,,HP,HP:0011725,http://purl.obolibrary.org/obo/HP_0011725
Persistent fetal circulation,"Systemic desaturation of a liveborn baby resulting from persistent pulmonary hypertension with a patent ductus arteriosus and patent foramen ovale, such that the circulation in postnatal life follows the fetal course.",HP,HP:0011726,http://purl.obolibrary.org/obo/HP_0011726
Peroneal muscle weakness,Weakness of the peroneal muscles.,HP,HP:0011727,http://purl.obolibrary.org/obo/HP_0011727
Elbow clonus,"Clonus at the elbow joint, i.e., an exaggerated phasic stretch reflex characterized by repetitive, rhythmic contractions at the elbow, generated by rapid passive stretch at the elbow joint.",HP,HP:0011728,http://purl.obolibrary.org/obo/HP_0011728
Abnormality of joint mobility,An abnormality in the range and ease of motion of joints across their normal range.,HP,HP:0011729,http://purl.obolibrary.org/obo/HP_0011729
Abnormal central sensory function,"An abnormality of sensation related to CNS function. Assuming the primary sensory modalities are intact and the patient is alert and cooperative, the presence of an abnormality of sensory function may indicate a lesion of a parietal cortex, the thalamocortical projections to the parietal cortex, or the spinal cord.",HP,HP:0011730,http://purl.obolibrary.org/obo/HP_0011730
Abnormality of circulating cortisol level,An abnormality of the concentration of cortisol in the blood.,HP,HP:0011731,http://purl.obolibrary.org/obo/HP_0011731
Abnormality of adrenal morphology,Any structural anomaly of the adrenal glands.,HP,HP:0011732,http://purl.obolibrary.org/obo/HP_0011732
Abnormality of adrenal physiology,A functional abnormality of the adrenal glands.,HP,HP:0011733,http://purl.obolibrary.org/obo/HP_0011733
Central adrenal insufficiency,"A form of adrenal insufficiency related to a lack of ACTH, which leads to a decrease in the production of cortisol by the adrenal glands. Aldosterone production is not usually affected.",HP,HP:0011734,http://purl.obolibrary.org/obo/HP_0011734
Adrenocorticotropin deficient adrenal insufficiency,Adrenal insufficiency secondary to a defect in ACTH production.,HP,HP:0011735,http://purl.obolibrary.org/obo/HP_0011735
